question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level
DEVOPS_0025,What does 'ln -s source dest' create?,A hard link,A symbolic link,A backup copy,A compressed archive,B,DevOps,Linux Fundamentals,9
DEVOPS_0026,Which command shows the type of a filesystem?,fstype,blkid,ls -fs,file -fs,B,DevOps,Linux Fundamentals,0
DEVOPS_0027,Which directory holds device files in Linux?,/dev,/proc,/sys,/etc,A,DevOps,Linux Fundamentals,10
DEVOPS_0028,What does the /proc directory contain?,Process binary files,Virtual filesystem exposing kernel and process info,Profile scripts,Protocol configs,B,DevOps,Linux Fundamentals,10
DEVOPS_0029,Which command displays file content page by page?,cat,more,head,stat,B,DevOps,Linux Fundamentals,8
DEVOPS_0030,What does 'wc -l filename' output?,Word count,Number of lines in the file,Character count,File size,B,DevOps,Linux Fundamentals,1
DEVOPS_0031,Which command adds a new user in Linux?,adduser,newuser,createuser,mkuser,A,DevOps,Linux Fundamentals,6
DEVOPS_0032,Which file stores user account information?,/etc/passwd,/etc/users,/var/users,/etc/accounts,A,DevOps,Linux Fundamentals,2
DEVOPS_0033,Which file stores hashed passwoCloud Computing in Linux?,/etc/passwd,/etc/shadow,/etc/passwoCloud Computing,/var/shadow,B,DevOps,Linux Fundamentals,1
DEVOPS_0034,What does 'chmod 755 file.sh' set?,"Owner rwx, group rx, others r","Owner rwx, group r-x, others r-x",Read for all,Write for all,B,DevOps,Linux Fundamentals,3
DEVOPS_0035,What does 'chown user:group file' do?,Changes file content,Changes file owner and group,Changes file permissions,Creates a new file,B,DevOps,Linux Fundamentals,6
DEVOPS_0036,Which permission allows a user to execute a file?,r,w,x,s,C,DevOps,Linux Fundamentals,6
DEVOPS_0037,What numeric value represents read+write permissions?,5,6,7,4,B,DevOps,Linux Fundamentals,8
DEVOPS_0038,Which command changes a user's password?,passwd,chpasswd,setpasswd,usermod,A,DevOps,Linux Fundamentals,2
DEVOPS_0039,What does 'groups username' show?,All users in the system,Groups the user belongs to,User's permissions,User's home directory,B,DevOps,Linux Fundamentals,6
DEVOPS_0040,Which command deletes a user and their home directory?,userdel,userdel -r,rmuser,deluser,B,DevOps,Linux Fundamentals,5
DEVOPS_0041,What is 'umask' in Linux?,A file mask for encryption,Default permission mask subtracted from new files,Unmount mask,User mask for login,B,DevOps,Linux Fundamentals,9
DEVOPS_0042,Which command modifies an existing user's settings?,edituser,usermod,useredit,chuser,B,DevOps,Linux Fundamentals,6
DEVOPS_0043,What does 'id username' display?,User processes,"UID, GID, and group memberships",Password info,Login history,B,DevOps,Linux Fundamentals,6
DEVOPS_0044,What is the UID of the root user?,1,100,0,999,C,DevOps,Linux Fundamentals,9
DEVOPS_0045,Which command adds a user to a group?,groupadd,gpasswd -a,addgroup,usergroup,B,DevOps,Linux Fundamentals,4
DEVOPS_0046,Which command installs a package on Ubuntu/Debian?,yum install,apt install,dnf install,rpm -i,B,DevOps,Linux Fundamentals,8
DEVOPS_0047,Which command updates all packages on CentOS/RHEL?,apt update,dnf upgrade,yum update,pkg update,C,DevOps,Linux Fundamentals,6
DEVOPS_0048,Which tool manages packages on Red Hat/CentOS 8+?,apt,yum,dnf,dpkg,C,DevOps,Linux Fundamentals,6
DEVOPS_0049,Which command lists all installed packages on Debian?,rpm -qa,dpkg -l,yum list,apt-cache,B,DevOps,Linux Fundamentals,2
DEVOPS_0050,Which command removes a package and its config files on Ubuntu?,apt remove,apt purge,dpkg -r,apt delete,B,DevOps,Linux Fundamentals,0
DEVOPS_0051,What does 'apt update' do?,Upgrades packages,Updates the local package index,Removes unused packages,Installs updates,B,DevOps,Linux Fundamentals,4
DEVOPS_0052,Which file stores APT repository sources on Ubuntu?,/etc/apt/sources,/ etc/apt/sources.list,/etc/package.list,/var/apt/sources,B,DevOps,Linux Fundamentals,7
DEVOPS_0053,Which command searches for a package in apt?,apt find,apt search,dpkg search,apt-get query,B,DevOps,Linux Fundamentals,4
DEVOPS_0054,What does 'rpm -qa' list?,Queued packages,All installed RPM packages,Available packages,Running packages,B,DevOps,Linux Fundamentals,9
DEVOPS_0055,Which command shows information about an installed package?,apt describe,apt show,dpkg info,yum describe,B,DevOps,Linux Fundamentals,2
DEVOPS_0056,What is cron in Linux?,A file compression utility,A time-based job scheduler,A backup tool,A network monitor,B,DevOps,Linux Fundamentals,8
DEVOPS_0057,Which command edits the current user's crontab?,cron -e,crontab -e,cronedit,cronctl,B,DevOps,Linux Fundamentals,1
DEVOPS_0058,What does '0 2 * * *' in a crontab mean?,Every 2 minutes,Every 2 hours,At 2:00 AM daily,Every 2 seconds,C,DevOps,Linux Fundamentals,2
DEVOPS_0059,Which command lists the current user's crontab entries?,crontab -l,crontab -e,cronlist,cron show,A,DevOps,Linux Fundamentals,3
DEVOPS_0060,Where are system-wide cron jobs stored?,/etc/cron,/ etc/crontab,/var/cron,/usr/cron,B,DevOps,Linux Fundamentals,9
DEVOPS_0061,What does '*/5 * * * *' in a crontab mean?,Every 5 hours,Every 5 days,Every 5 minutes,At minute 5 daily,C,DevOps,Linux Fundamentals,0
DEVOPS_0062,Which command removes a user's entire crontab?,crontab -d,crontab -r,crondel,cronrm,B,DevOps,Linux Fundamentals,10
DEVOPS_0063,What is the cron daemon process called?,crond,cronjob,cron-daemon,crontab,A,DevOps,Linux Fundamentals,3
DEVOPS_0064,Which directory stores cron scripts to run hourly?,/etc/cron.daily,/etc/cron.hourly,/etc/cron.weekly,/etc/cron.monthly,B,DevOps,Linux Fundamentals,3
DEVOPS_0065,What does '0 0 1 * *' in a crontab execute?,Every midnight,First day of each month at midnight,Every hour,First minute of each day,B,DevOps,Linux Fundamentals,8
DEVOPS_0066,Which command shows all running processes?,ps,top,jobs,plist,A,DevOps,Linux Fundamentals,7
DEVOPS_0067,What does 'kill -9 PID' do?,Pauses a process,Forcefully terminates a process,Resumes a process,Sends SIGTERM,B,DevOps,Linux Fundamentals,1
DEVOPS_0068,Which command shows real-time process activity?,ps aux,top,jobs,htop,B,DevOps,Linux Fundamentals,6
DEVOPS_0069,What does the 'nice' command do?,Renames a process,Sets process priority,Lists nicely formatted processes,Kills idle processes,B,DevOps,Linux Fundamentals,5
DEVOPS_0070,Which command runs a process in the background?,bg,process &,nohup &,run -bg,C,DevOps,Linux Fundamentals,6
DEVOPS_0071,What does 'jobs' command show?,System jobs,Background and stopped jobs in the shell,Scheduled jobs,All processes,B,DevOps,Linux Fundamentals,10
DEVOPS_0072,What signal does 'kill -15' send?,SIGKILL,SIGSTOP,SIGTERM,SIGHUP,C,DevOps,Linux Fundamentals,3
DEVOPS_0073,Which command finds the PID of a process by name?,find-pid,ps -name,pgrep,pidof -l,C,DevOps,Linux Fundamentals,4
DEVOPS_0074,Which command kills all processes matching a name?,kill-name,killpid,pkill,killall -match,C,DevOps,Linux Fundamentals,5
DEVOPS_0075,What does 'nohup' do?,No hang up â€” keeps process running after logout,Negates a process,Runs process with no output,Hides a process,A,DevOps,Linux Fundamentals,8
DEVOPS_0076,Which command partitions a disk in Linux?,mkpart,fdisk,diskpart,partition,B,DevOps,Linux Fundamentals,1
DEVOPS_0077,Which command formats a partition as ext4?,format -ext4,mkfs.ext4,fmtext4,mkext4,B,DevOps,Linux Fundamentals,10
DEVOPS_0078,Which command mounts a filesystem?,attach,mount,fsmount,link,B,DevOps,Linux Fundamentals,8
DEVOPS_0079,Which file defines auto-mount filesystems at boot?,/etc/mount,/etc/fstab,/etc/automount,/boot/fstab,B,DevOps,Linux Fundamentals,9
DEVOPS_0080,Which command lists block devices and partitions?,fdisk -l,lsblk,blklist,partinfo,B,DevOps,Linux Fundamentals,0
DEVOPS_0081,What does 'df -h' display?,Directory file sizes,Human-readable disk usage per filesystem,Disk fragments,Directory hierarchy,B,DevOps,Linux Fundamentals,3
DEVOPS_0082,Which command checks a filesystem for errors?,fscheck,fsck,diskcheck,chkdisk,B,DevOps,Linux Fundamentals,4
DEVOPS_0083,Which command shows disk I/O statistics?,iotop,diskio,iostat,dstat,C,DevOps,Linux Fundamentals,8
DEVOPS_0084,What does 'du -sh /var' show?,Disk usage of /var in human-readable form,System health of /var,Disk units summary,User space in /var,A,DevOps,Linux Fundamentals,5
DEVOPS_0085,Which RAID level provides mirroring with no striping?,RAID 0,RAID 5,RAID 1,RAID 10,C,DevOps,Linux Fundamentals,3
DEVOPS_0086,Where are most system logs stored in Linux?,/logs,/var/log,/etc/logs,/sys/log,B,DevOps,Linux Fundamentals,1
DEVOPS_0087,Which command follows a log file in real time?,cat -f,watch log,tail -f,view -r,C,DevOps,Linux Fundamentals,4
DEVOPS_0088,Which tool manages systemd logs?,syslog,journald,logd,logwatch,B,DevOps,Linux Fundamentals,7
DEVOPS_0089,Which command reads systemd journal logs?,journalctl,systemctl log,logreader,dmesg -j,A,DevOps,Linux Fundamentals,7
DEVOPS_0090,Which command shows kernel ring buffer messages?,syslog,dmesg,klog,kmesg,B,DevOps,Linux Fundamentals,5
DEVOPS_0091,Which file is the main syslog configuration file?,/etc/syslog,/etc/rsyslog.conf,/var/log/syslog.conf,/etc/log.conf,B,DevOps,Linux Fundamentals,10
DEVOPS_0092,Which command searches for a pattern in log files?,find,grep,locate,awk,B,DevOps,Linux Fundamentals,0
DEVOPS_0093,What does 'logrotate' do?,Encrypts logs,"Rotates, compresses, and archives log files",Sends logs to remote server,Deletes old logs only,B,DevOps,Linux Fundamentals,7
DEVOPS_0094,Which log file recoCloud Computing authentication events?,/var/log/syslog,/var/log/auth.log,/var/log/kern.log,/var/log/boot.log,B,DevOps,Linux Fundamentals,3
DEVOPS_0095,Which command shows the last N lines of a compressed log?,zcat logfile | tail -N,gunzip log | head,uncompress | tail,zless logfile,A,DevOps,Linux Fundamentals,1
DEVOPS_0096,Which command starts a systemd service?,service start,systemctl start,init start,svc start,B,DevOps,Linux Fundamentals,0
DEVOPS_0097,Which command enables a service to start at boot?,systemctl autostart,systemctl enable,chkconfig on,service enable,B,DevOps,Linux Fundamentals,6
DEVOPS_0098,Which command checks the status of a service?,systemctl check,systemctl status,service info,svcstat,B,DevOps,Linux Fundamentals,1
DEVOPS_0099,What is a systemd unit file?,A startup script,"A configuration file defining a service, socket, or timer",A kernel module,A cron job,B,DevOps,Linux Fundamentals,3
DEVOPS_0100,Which command reloads systemd after modifying a unit file?,systemctl update,systemctl daemon-reload,svcctl reload,init reload,B,DevOps,Linux Fundamentals,3
DEVOPS_0101,Which command lists all active Kubernetes?,systemctl list-all,systemctl list-units --type=service,service list,ps Kubernetes,B,DevOps,Linux Fundamentals,9
DEVOPS_0102,What does 'systemctl disable service' do?,Stops the service,Prevents service from starting at boot,Removes the service,Pauses the service,B,DevOps,Linux Fundamentals,0
DEVOPS_0103,Which init system replaced SysVinit in most modern Linux distributions?,Upstart,OpenRC,systemd,runit,C,DevOps,Linux Fundamentals,1
DEVOPS_0104,Which directory stores systemd service unit files?,/etc/init.d,/etc/systemd/system,/usr/lib/Kubernetes,/var/systemd,B,DevOps,Linux Fundamentals,0
DEVOPS_0105,What does 'systemctl restart service' do?,Enables the service,Stops then starts the service,Reloads config without restart,Kills the process only,B,DevOps,Linux Fundamentals,5
DEVOPS_0106,What is an IP address?,A website URL,A unique numerical identifier for a device on a network,A MAC address,A network protocol,B,DevOps,Networking Fundamentals,2
DEVOPS_0107,What is the difference between IPv4 and IPv6?,IPv4 uses 128-bit addresses; IPv6 uses 32-bit,IPv4 uses 32-bit addresses; IPv6 uses 128-bit,They are identical,IPv6 is older,B,DevOps,Networking Fundamentals,0
DEVOPS_0108,Which class of IP addresses is used for private networks: 192.168.x.x?,Class A,Class B,Class C,Class D,C,DevOps,Networking Fundamentals,7
DEVOPS_0109,What is a loopback address?,192.168.0.1,10.0.0.1,127.0.0.1,172.16.0.1,C,DevOps,Networking Fundamentals,3
DEVOPS_0110,Which command shows IP address configuration in Linux?,ipconfig,netstat,ip addr show,ifconfig -a,C,DevOps,Networking Fundamentals,9
DEVOPS_0111,What is DHCP used for?,Domain resolution,Dynamic IP address assignment,Data encryption,Host monitoring,B,DevOps,Networking Fundamentals,6
DEVOPS_0112,Which IP range is used for APIPA (Automatic Private IP)?,192.168.0.0/16,10.0.0.0/8,169.254.0.0/16,172.16.0.0/12,C,DevOps,Networking Fundamentals,9
DEVOPS_0113,What is the broadcast address of 192.168.1.0/24?,192.168.1.1,192.168.1.254,192.168.1.255,192.168.0.255,C,DevOps,Networking Fundamentals,1
DEVOPS_0114,Which protocol dynamically assigns IP addresses?,DNS,FTP,DHCP,ICMP,C,DevOps,Networking Fundamentals,5
DEVOPS_0115,What is the subnet mask for a /24 network?,255.255.0.0,255.0.0.0,255.255.255.0,255.255.255.128,C,DevOps,Networking Fundamentals,5
DEVOPS_0116,What does DNS stand for?,Data Network System,Domain Name System,Dynamic Naming Service,Distributed Network Service,B,DevOps,Networking Fundamentals,6
DEVOPS_0117,Which port does DNS use by default?,80,443,53,21,C,DevOps,Networking Fundamentals,0
DEVOPS_0118,What DNS record type maps a hostname to an IP address?,MX,CNAME,A,PTR,C,DevOps,Networking Fundamentals,0
DEVOPS_0119,What DNS record is used for mail servers?,A,CNAME,MX,NS,C,DevOps,Networking Fundamentals,1
DEVOPS_0120,Which command performs a DNS lookup in Linux?,dnslookup,nslookup,dig,resolv,B,DevOps,Networking Fundamentals,10
DEVOPS_0121,What is a reverse DNS lookup?,Resolving IP to domain name,Resolving domain to IP,Caching DNS recoCloud Computing,Flushing DNS,A,DevOps,Networking Fundamentals,1
DEVOPS_0122,Which file on Linux contains local DNS resolution entries?,/etc/dns,/etc/hosts,/etc/resolv.conf,/var/dns,B,DevOps,Networking Fundamentals,4
DEVOPS_0123,Which file specifies the DNS server address on Linux?,/etc/hosts,/etc/resolv.conf,/etc/dns.conf,/etc/network/dns,B,DevOps,Networking Fundamentals,0
DEVOPS_0124,What does a CNAME record do?,Maps IP to hostname,Creates an alias from one hostname to another,Stores MX recoCloud Computing,Defines name servers,B,DevOps,Networking Fundamentals,10
DEVOPS_0125,What is a DNS TTL?,Time to Live â€” how long a DNS record is cached,Time to Login,Transmission Timeout Level,Transfer Limit,A,DevOps,Networking Fundamentals,1
DEVOPS_0126,Which port does HTTP use?,443,8080,21,80,D,DevOps,Networking Fundamentals,5
DEVOPS_0127,Which port does HTTPS use?,80,8080,443,22,C,DevOps,Networking Fundamentals,2
DEVOPS_0128,Which port does SSH use by default?,23,21,22,25,C,DevOps,Networking Fundamentals,3
DEVOPS_0129,Which port does FTP use for control?,22,21,23,25,B,DevOps,Networking Fundamentals,0
DEVOPS_0130,Which port does SMTP use?,110,143,25,587,C,DevOps,Networking Fundamentals,4
DEVOPS_0131,What is the well-known port range?,1024â€“49151,49152â€“65535,0â€“1023,1â€“100,C,DevOps,Networking Fundamentals,3
DEVOPS_0132,Which command checks if a remote port is open?,ping,nmap,telnet,traceroute,B,DevOps,Networking Fundamentals,7
DEVOPS_0133,Which protocol sends ICMP echo requests?,ping,SSH,FTP,HTTP,A,DevOps,Networking Fundamentals,2
DEVOPS_0134,Which port does Database Management use by default?,1521,5432,3306,27017,C,DevOps,Networking Fundamentals,9
DEVOPS_0135,Which port does Database Management use by default?,3306,27017,1521,5432,D,DevOps,Networking Fundamentals,0
DEVOPS_0136,What does HTTP stand for?,HyperText Transfer Protocol,Host Transfer Protocol,Hybrid Text Protocol,HyperText Transmission Port,A,DevOps,Networking Fundamentals,9
DEVOPS_0137,What is the main difference between HTTP and HTTPS?,HTTPS uses port 80,HTTPS encrypts data using TLS/SSL,HTTP is faster always,HTTPS requires authentication,B,DevOps,Networking Fundamentals,4
DEVOPS_0138,What HTTP status code means 'Not Found'?,200,301,403,404,D,DevOps,Networking Fundamentals,0
DEVOPS_0139,What HTTP status code indicates a successful request?,200,404,500,301,A,DevOps,Networking Fundamentals,10
DEVOPS_0140,Which HTTP method is used to submit form data?,GET,DELETE,POST,PUT,C,DevOps,Networking Fundamentals,4
DEVOPS_0141,What does a 301 HTTP status code mean?,Bad Request,Permanent Redirect,Unauthorized,Forbidden,B,DevOps,Networking Fundamentals,8
DEVOPS_0142,Which command line tool transfers data with URLs?,wget,curl,fetch,http,B,DevOps,Networking Fundamentals,4
DEVOPS_0143,What is TLS used for in HTTPS?,Routing traffic,Encrypting data in transit,Caching responses,Compressing packets,B,DevOps,Networking Fundamentals,1
DEVOPS_0144,What HTTP method updates an existing resource?,POST,GET,PUT,DELETE,C,DevOps,Networking Fundamentals,1
DEVOPS_0145,What does a 500 HTTP status mean?,Success,Client Error,Internal Server Error,Redirect,C,DevOps,Networking Fundamentals,9
DEVOPS_0146,What does SSH stand for?,Secure Shell,Simple Shell,System Shell,Secure Socket Host,A,DevOps,Networking Fundamentals,8
DEVOPS_0147,Which command connects to a remote host via SSH?,ftp user@host,telnet host,ssh user@host,connect user@host,C,DevOps,Networking Fundamentals,4
DEVOPS_0148,Where are SSH authorized public keys stored on Linux?,~/.ssh/id_rsa,~/.ssh/authorized_keys,/ etc/ssh/keys,/root/ssh_keys,B,DevOps,Networking Fundamentals,10
DEVOPS_0149,Which command generates an SSH key pair?,ssh-keygen,mkkey,create-ssh-key,sshkey-gen,A,DevOps,Networking Fundamentals,7
DEVOPS_0150,What is the default SSH server configuration file?,/etc/ssh/ssh_config,/etc/ssh/sshd_config,/etc/sshd,/var/ssh/config,B,DevOps,Networking Fundamentals,9
DEVOPS_0151,Which SSH option disables password authentication?,DisablePassword yes,PasswordAuthentication no,NoPassword yes,AuthMethod none,B,DevOps,Networking Fundamentals,3
DEVOPS_0152,What does 'ssh-copy-id user@host' do?,Copies files via SSH,Copies public key to remote host's authorized_keys,Generates SSH keys,Removes SSH keys,B,DevOps,Networking Fundamentals,1
DEVOPS_0153,Which command tunnels a remote port to localhost via SSH?,ssh -R,ssh -T,ssh -L local:remote,ssh -L localport:remotehost:remoteport,D,DevOps,Networking Fundamentals,3
DEVOPS_0154,What port does SSH use by default?,23,443,22,2222,C,DevOps,Networking Fundamentals,10
DEVOPS_0155,What is SSH agent forwarding used for?,Caching passwoCloud Computing,Forwarding SSH authentication to remote hosts without exposing private keys,File transfer,Port scanning,B,DevOps,Networking Fundamentals,3
DEVOPS_0156,What does FTP stand for?,File Transfer Protocol,Fast Transfer Protocol,File Transport Procedure,Filesystem Transfer Protocol,A,DevOps,Networking Fundamentals,10
DEVOPS_0157,What is the difference between FTP and SFTP?,They are the same,SFTP transfers over SSH providing encryption; FTP is plaintext,FTP is faster,SFTP uses port 21,B,DevOps,Networking Fundamentals,8
DEVOPS_0158,Which layer of the OSI model does IP operate at?,Layer 2,Layer 3,Layer 4,Layer 7,B,DevOps,Networking Fundamentals,9
DEVOPS_0159,Which layer of the OSI model does TCP operate at?,Layer 2,Layer 3,Layer 4,Layer 7,C,DevOps,Networking Fundamentals,10
DEVOPS_0160,What does the TCP three-way handshake involve?,"GET, POST, ACK","SYN, SYN-ACK, ACK","CONNECT, ACCEPT, DONE","HELLO, OK, BYE",B,DevOps,Networking Fundamentals,5
DEVOPS_0161,Which protocol is connectionless: TCP or UDP?,TCP,Both are connectionless,UDP,Neither,C,DevOps,Networking Fundamentals,9
DEVOPS_0162,What is the purpose of ARP?,Maps domain to IP,Maps IP to MAC address,Routes packets,Encrypts data,B,DevOps,Networking Fundamentals,5
DEVOPS_0163,What is MTU in networking?,Maximum Transmission Unit â€” max packet size,Minimum Transfer Unit,Media Transfer URL,Master Tunnel Unit,A,DevOps,Networking Fundamentals,4
DEVOPS_0164,Which command shows the routing table in Linux?,routeinfo,ip route show,netstat -t,route -show,B,DevOps,Networking Fundamentals,5
DEVOPS_0165,What is NAT used for?,Name resolution,Translating private IPs to a public IP,Encrypting traffic,Load balancing,B,DevOps,Networking Fundamentals,0
DEVOPS_0166,How many usable host addresses does a /24 subnet have?,256,255,254,252,C,DevOps,Networking Fundamentals,4
DEVOPS_0167,What is a subnet mask?,Hides the IP address,Divides IP address into network and host portions,Encrypts subnet traffic,Assigns IPs dynamically,B,DevOps,Networking Fundamentals,5
DEVOPS_0168,Which tool manages firewall rules on modern Linux systems?,iptables,firewall,ufw / firewalld,netfilter,C,DevOps,Networking Fundamentals,7
DEVOPS_0169,Which command allows port 80 through ufw firewall?,ufw open 80,ufw allow 80/tcp,ufw permit 80,ufw add 80,B,DevOps,Networking Fundamentals,3
DEVOPS_0170,What does a stateful firewall track?,Packet headers only,Active connection states to make filtering decisions,IP addresses,DNS recoCloud Computing,B,DevOps,Networking Fundamentals,4
DEVOPS_0171,What is a DMZ in networking?,Demilitarized Zone â€” a network segment between internal and external networks,A DNS Management Zone,A routing protocol,A Cloud Computing tunnel,A,DevOps,Networking Fundamentals,3
DEVOPS_0172,What CIDR notation represents a single IP address?,/24,/8,/32,/16,C,DevOps,Networking Fundamentals,6
DEVOPS_0173,What is the network address of 192.168.1.50/26?,192.168.1.0,192.168.1.64,192.168.1.32,192.168.1.48,A,DevOps,Networking Fundamentals,9
DEVOPS_0174,Which protocol is used by traceroute on Linux?,TCP,UDP/ICMP,HTTP,ARP,B,DevOps,Networking Fundamentals,5
DEVOPS_0175,What does 'ip route add default via 192.168.1.1' do?,Adds a static DNS,Sets the default gateway,Blocks traffic,Creates a tunnel,B,DevOps,Networking Fundamentals,3
DEVOPS_0176,What is Git?,A programming language,A distributed version control system,A cloud hosting service,A CI/CD tool,B,DevOps,Git and Version Control,5
DEVOPS_0177,Which command initializes a new Git repository?,git start,git create,git init,git new,C,DevOps,Git and Version Control,3
DEVOPS_0178,What does 'git clone URL' do?,Creates a new branch,Downloads a remote repository to local machine,Commits changes,Pushes code,B,DevOps,Git and Version Control,7
DEVOPS_0179,Which file tells Git which files to ignore?,.gitconfig,.gitignore,.gitexclude,.gitskip,B,DevOps,Git and Version Control,10
DEVOPS_0180,What does 'git status' show?,Commit history,Changes in working directory and staging area,Remote branches,Tags only,B,DevOps,Git and Version Control,2
DEVOPS_0181,Which command shows the commit history?,git log,git status,git history,git show,A,DevOps,Git and Version Control,7
DEVOPS_0182,What is the staging area in Git?,Remote repository,A buffer area between working directory and repository,A branch,A merge conflict zone,B,DevOps,Git and Version Control,1
DEVOPS_0183,What does 'git diff' show?,Branch differences,Differences between working directory and last commit,Remote changes,Stash changes,B,DevOps,Git and Version Control,5
DEVOPS_0184,Which command shows a compact one-line commit log?,git log --short,git log --oneline,git log -c,git short-log,B,DevOps,Git and Version Control,7
DEVOPS_0185,What is a bare repository in Git?,A repository without files,A repository without a working directory (used as remote),An empty commit,An orphan branch,B,DevOps,Git and Version Control,0
DEVOPS_0186,Which command stages all changed files for commit?,git add file,git stage -all,git add .,git commit -a,C,DevOps,Git and Version Control,5
DEVOPS_0187,Which command creates a commit with a message?,git save -m,git push -m,git commit -m 'message',git log -m,C,DevOps,Git and Version Control,8
DEVOPS_0188,What does 'git commit --amend' do?,Creates a new commit,Modifies the most recent commit,Reverts the last commit,Squashes commits,B,DevOps,Git and Version Control,9
DEVOPS_0189,What is the HEAD in Git?,The first commit,A pointer to the current branch's latest commit,The remote origin,The root of the repo,B,DevOps,Git and Version Control,9
DEVOPS_0190,Which command unstages a file but keeps changes?,git unstage file,git reset HEAD file,git revert file,git stash file,B,DevOps,Git and Version Control,1
DEVOPS_0191,What does 'git commit -am' do?,Amends previous commit,Stages all tracked changed files and commits in one step,Pushes and commits,Creates an empty commit,B,DevOps,Git and Version Control,10
DEVOPS_0192,What is a Git tag?,A branch alias,A named reference pointing to a specific commit,A comment on a commit,A remote branch,B,DevOps,Git and Version Control,0
DEVOPS_0193,Which command creates a lightweight tag?,git tag -a v1.0,git tag v1.0,git tag --sign,git push --tag,B,DevOps,Git and Version Control,1
DEVOPS_0194,What does 'git show COMMIT_HASH' display?,All branches,Changes introduced by that commit,Only the commit message,Remote URL,B,DevOps,Git and Version Control,4
DEVOPS_0195,Which command reverts a specific commit by creating a new undo commit?,git reset,git checkout,git revert HASH,git undo HASH,C,DevOps,Git and Version Control,5
DEVOPS_0196,Which command adds a remote repository named 'origin'?,git remote add origin URL,git add remote URL,git origin URL,git connect URL,A,DevOps,Git and Version Control,0
DEVOPS_0197,What does 'git fetch' do?,Downloads and merges remote changes,Downloads remote changes without merging,Pushes local commits,Clones the repo,B,DevOps,Git and Version Control,6
DEVOPS_0198,What does 'git pull' do?,Fetches only,Fetches and merges remote changes into current branch,Pushes changes,Creates a branch,B,DevOps,Git and Version Control,10
DEVOPS_0199,Which command pushes a local branch to remote?,git send,git upload,git push origin branch,git merge origin,C,DevOps,Git and Version Control,3
