question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level
FS_0023,Which HTML tag creates an ordered list?,<ul>,<ol>,<dl>,<li>,B,Full Stack MERN,HTML Basics,6
FS_0024,What type of list would you use for a glossary of terms?,<ul>,<ol>,<dl>,<tl>,C,Full Stack MERN,HTML Basics,10
FS_0025,Which pair of tags defines a term and its description in a definition list?,<dt> and <dd>,<li> and <dl>,<term> and <def>,<dt> and <li>,A,Full Stack MERN,HTML Basics,10
FS_0026,What attribute changes the bullet style of an unordered list?,style='list-style-type',type,bullet,marker,A,Full Stack MERN,HTML Basics,4
FS_0027,Which value of the 'type' attribute on <ol> produces uppercase letters?,1,a,A,I,C,Full Stack MERN,HTML Basics,7
FS_0028,Can lists be nested inside other lists in HTML?,"No, it causes errors","Yes, any list type can contain another list",Only ol inside ul,Only ul inside ol,B,Full Stack MERN,HTML Basics,10
FS_0029,Which HTML element is used to create a form?,<input>,<form>,<fieldset>,<data>,B,Full Stack MERN,HTML Basics,7
FS_0030,What is the default method of an HTML form?,POST,PUT,DELETE,GET,D,Full Stack MERN,HTML Basics,3
FS_0031,Which input type creates a password field?,type='hidden',type='text',type='password',type='secure',C,Full Stack MERN,HTML Basics,3
FS_0032,Which attribute links a <label> to an <input> element?,name,id,for,class,C,Full Stack MERN,HTML Basics,7
FS_0033,Which input type allows selection of multiple options from a list?,radio,checkbox,select,dropdown,B,Full Stack MERN,HTML Basics,2
FS_0034,What does the 'required' attribute do in a form field?,Makes field read-only,Hides the field,Prevents form submission if field is empty,Autofills the field,C,Full Stack MERN,HTML Basics,6
FS_0035,Which element creates a multi-line text input?,<input type='text'>,<textbox>,<textarea>,<multiline>,C,Full Stack MERN,HTML Basics,7
FS_0036,Which input type renders a submit button?,type='button',type='reset',type='submit',type='send',C,Full Stack MERN,HTML Basics,7
FS_0037,What does the 'action' attribute on a <form> tag specify?,The HTTP method,Where to send form data,The form's CSS class,The form's encoding,B,Full Stack MERN,HTML Basics,10
FS_0038,Which element groups related form controls with a visual border?,<group>,<section>,<fieldset>,<div>,C,Full Stack MERN,HTML Basics,9
FS_0039,Which tag defines an HTML table?,<tb>,<tbl>,<table>,<grid>,C,Full Stack MERN,HTML Basics,3
FS_0040,Which tag defines a table row?,<td>,<tr>,<th>,<row>,B,Full Stack MERN,HTML Basics,8
FS_0041,Which tag defines a header cell in a table?,<thead>,<tc>,<th>,<td>,C,Full Stack MERN,HTML Basics,9
FS_0042,Which attribute makes a table cell span multiple columns?,rowspan,colspan,merge,span,B,Full Stack MERN,HTML Basics,3
FS_0043,What is the purpose of the <caption> element in a table?,Defines column headers,Provides a title for the table,Merges cells,Styles the table,B,Full Stack MERN,HTML Basics,7
FS_0044,Which tag groups the footer content of a table?,<tfooter>,<tfoot>,<foot>,<bottom>,B,Full Stack MERN,HTML Basics,5
FS_0045,What does the 'border' attribute on a <table> tag control?,Cell padding,Cell spacing,Visibility of table borders,Table width,C,Full Stack MERN,HTML Basics,4
FS_0046,Which tag is used to group the body rows of a table semantically?,<tbody>,<trows>,<body>,<rows>,A,Full Stack MERN,HTML Basics,3
FS_0047,Which HTML5 element represents the main navigation links of a document?,<menu>,<navbar>,<nav>,<links>,C,Full Stack MERN,HTML Basics,4
FS_0048,What is the purpose of the <article> element?,Defines an advertisement,"Contains standalone, self-contained content",Groups navigation links,Wraps the page footer,B,Full Stack MERN,HTML Basics,10
FS_0049,Which element represents introductory content or a set of navigational links at the top of a page?,<top>,<header>,<head>,<intro>,B,Full Stack MERN,HTML Basics,0
FS_0050,What does the <aside> element represent?,Auxiliary content related to surrounding content,An alternative heading,A sidebar navigation,Inline styling,A,Full Stack MERN,HTML Basics,6
FS_0051,Which element defines the main content of a document (should be unique per page)?,<content>,<body>,<main>,<section>,C,Full Stack MERN,HTML Basics,7
FS_0052,Which semantic tag is best for grouping thematically related content with a heading?,<div>,<section>,<article>,<span>,B,Full Stack MERN,HTML Basics,8
FS_0053,What is the benefit of using semantic HTML?,Faster JavaScript execution,Better accessibility and SEO,Smaller file size,Inline styles only,B,Full Stack MERN,HTML Basics,2
FS_0054,Which HTML5 element represents the footer of a section or page?,<bottom>,<end>,<footer>,<foot>,C,Full Stack MERN,HTML Basics,8
FS_0055,What does the <figure> element represent?,A mathematical figure,Self-contained media content with optional caption,A decorative image,A data chart only,B,Full Stack MERN,HTML Basics,9
FS_0056,Which element provides a caption for a <figure> element?,<caption>,<figcaption>,<label>,<desc>,B,Full Stack MERN,HTML Basics,4
FS_0057,Which HTML5 tag is used to embed audio content?,<sound>,<media>,<audio>,<music>,C,Full Stack MERN,HTML Basics,9
FS_0058,Which tag is used to embed video in an HTML page?,<movie>,<video>,<media>,<embed>,B,Full Stack MERN,HTML Basics,5
FS_0059,What does the 'controls' attribute do on a <video> element?,Locks the video,Shows play/pause/volume controls,Autoplays the video,Hides the video,B,Full Stack MERN,HTML Basics,0
FS_0060,Which tag is used to specify multiple media sources inside <video> or <audio>?,<src>,<track>,<source>,<media>,C,Full Stack MERN,HTML Basics,8
FS_0061,What is the purpose of the 'poster' attribute on a <video> tag?,Sets video title,Shows an image before the video plays,Sets the video loop count,Defines subtitle track,B,Full Stack MERN,HTML Basics,8
FS_0062,Which attribute makes a video play automatically when the page loads?,controls,loop,autoplay,muted,C,Full Stack MERN,HTML Basics,5
FS_0063,Which HTML element is used for scalable vector graphics?,<canvas>,<svg>,<img>,<draw>,B,Full Stack MERN,HTML Basics,7
FS_0064,What is the <canvas> element used for?,Embedding PDFs,Drawing graphics via JavaScript,Displaying text,Embedding video,B,Full Stack MERN,HTML Basics,3
FS_0065,Which tag provides text tracks (subtitles/captions) for media?,<caption>,<subtitle>,<track>,<text>,C,Full Stack MERN,HTML Basics,4
FS_0066,What MIME type is commonly used for MP4 video in a <source> tag?,video/mp4,application/mp4,media/video,video/mpeg4,A,Full Stack MERN,HTML Basics,4
FS_0067,Which attribute prevents a video from being downloaded by the user (best effort)?,nodownload,controlslist='nodownload',protect,download='false',B,Full Stack MERN,HTML Basics,6
FS_0068,Which format is NOT natively supported by all modern browsers for <audio>?,mp3,ogg,wav,midi,D,Full Stack MERN,HTML Basics,6
FS_0069,What does the 'loop' attribute do on a <video> or <audio> element?,Plays at double speed,Restarts playback when it ends,Mutes the media,Pauses after each play,B,Full Stack MERN,HTML Basics,6
FS_0070,Which HTML element is best for embedding external interactive content like maps?,<embed>,<object>,<iframe>,<frame>,C,Full Stack MERN,HTML Basics,4
FS_0071,"Write a complete HTML page with a title 'My Page', a heading 'Hello World', and a paragraph with the text 'Welcome to my website.'",,,,,"# HTML Coding Solution
 # Write a complete HTML page with heading and paragraph
 
 html_code = '''<!DOCTYPE html>
 <html lang=""en"">
 <head>
  <meta charset=""UTF-8"">
  <title>My Page</title>
 </head>
 <body>
  <h1>Hello World</h1>
  <p>Welcome to my website.</p>
 </body>
 </html>'''
 
 print(html_code)
 # Output:
 # <!DOCTYPE html>
 # <html lang=""en"">
 # <head>
 # <meta charset=""UTF-8"">
 # <title>My Page</title>
 # </head>
 # <body>
 # <h1>Hello World</h1>
 # <p>Welcome to my website.</p>
 # </body>
 # </html>",Full Stack MERN,HTML Basics,3
FS_0072,"Create an HTML page with an unordered list of three fruits: Apple, Banana, Cherry.",,,,,"# HTML Coding Solution
 # Unordered list of fruits
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <ul>
  <li>Apple</li>
  <li>Banana</li>
  <li>Cherry</li>
  </ul>
 </body>
 </html>'''
 
 print(html_code)
 # Output:
 # Renders a bulleted list with Apple, Banana, Cherry",Full Stack MERN,HTML Basics,7
FS_0073,"Build an HTML form with fields: Name (text), Email (email), and a Submit button.",,,,,"# HTML Coding Solution
 # Basic contact form
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <form action='/submit' method='POST'>
  <label for='name'>Name:</label>
  <input type='text' id='name' name='name' required><br>
  <label for='email'>Email:</label>
  <input type='email' id='email' name='email' required><br>
  <input type='submit' value='Submit'>
  </form>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Renders a form with Name, Email fields and Submit button",Full Stack MERN,HTML Basics,0
FS_0074,"Create an HTML table with 2 columns (Name, Age) and 3 data rows.",,,,,"# HTML Coding Solution
 # Table with Name and Age columns
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <table border='1'>
  <thead>
  <tr><th>Name</th><th>Age</th></tr>
  </thead>
  <tbody>
  <tr><td>Alice</td><td>25</td></tr>
  <tr><td>Bob</td><td>30</td></tr>
  <tr><td>Carol</td><td>22</td></tr>
  </tbody>
  </table>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Renders a bordered table with 3 data rows",Full Stack MERN,HTML Basics,0
FS_0075,"Write an HTML page using semantic elements: header, nav, main, article, footer.",,,,,"# HTML Coding Solution
 # Semantic HTML layout
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <header><h1>Site Header</h1></header>
  <nav><a href='#'>Home</a> | <a href='#'>About</a></nav>
  <main>
  <article>
  <h2>Article Title</h2>
  <p>Article content goes here.</p>
  </article>
  </main>
  <footer><p>Footer content</p></footer>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Semantic page structure rendered in browser",Full Stack MERN,HTML Basics,5
FS_0076,Embed an MP4 video in an HTML page with controls and a poster image.,,,,,"# HTML Coding Solution
 # Video element with controls and poster
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <video width='640' height='360' controls poster='preview.jpg'>
  <source src='movie.mp4' type='video/mp4'>
  Your browser does not support the video tag.
  </video>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Renders a video player with poster image and controls",Full Stack MERN,HTML Basics,1
FS_0077,Fix the bug: <ul><li>Item 1<li>Item 2</ul> Ã¢â‚¬â€ items are missing closing tags. Provide corrected HTML.,,,,,"# HTML Coding Solution - Bug Fix
 # Missing closing </li> tags
 
 buggy = '<ul><li>Item 1<li>Item 2</ul>'
 
 fixed = '''<ul>
  <li>Item 1</li>
  <li>Item 2</li>
 </ul>'''
 
 print('Buggy:', buggy)
 print('Fixed:')
 print(fixed)
 # Output:
 # Buggy: <ul><li>Item 1<li>Item 2</ul>
 # Fixed:
 # <ul>
 # <li>Item 1</li>
 # <li>Item 2</li>
 # </ul>",Full Stack MERN,HTML Basics,2
FS_0078,"Create an HTML ordered list showing steps to make tea, numbered 1 to 4.",,,,,"# HTML Coding Solution
 # Ordered list - steps to make tea
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <h2>How to Make Tea</h2>
  <ol>
  <li>Boil water</li>
  <li>Add tea bag to cup</li>
  <li>Pour boiling water into cup</li>
  <li>Wait 3 minutes and remove tea bag</li>
  </ol>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Numbered list 1-4 with tea steps",Full Stack MERN,HTML Basics,3
FS_0079,"Write HTML for an image with src='logo.png', alt='Company Logo', width=200.",,,,,"# HTML Coding Solution
 # Image element with attributes
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <img src='logo.png' alt='Company Logo' width='200'>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Renders an image 200px wide with alt text",Full Stack MERN,HTML Basics,1
FS_0080,"Create an HTML form with a dropdown (select) for choosing a country: India, USA, UK.",,,,,"# HTML Coding Solution
 # Form with select dropdown
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <form>
  <label for='country'>Country:</label>
  <select id='country' name='country'>
  <option value='india'>India</option>
  <option value='usa'>USA</option>
  <option value='uk'>UK</option>
  </select>
  <input type='submit' value='Submit'>
  </form>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Form with a 3-option country dropdown",Full Stack MERN,HTML Basics,9
FS_0081,Write HTML to create a table where the first header cell spans 2 columns.,,,,,"# HTML Coding Solution
 # Table with colspan
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <table border='1'>
  <tr>
  <th colspan='2'>Student Info</th>
  </tr>
  <tr>
  <td>Name</td>
  <td>Grade</td>
  </tr>
  <tr>
  <td>Alice</td>
  <td>A</td>
  </tr>
  </table>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Table where first row header spans 2 columns",Full Stack MERN,HTML Basics,6
FS_0082,Create an HTML page using <figure> and <figcaption> to display an image with a caption.,,,,,"# HTML Coding Solution
 # figure and figcaption
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <figure>
  <img src='sunset.jpg' alt='Sunset over the mountains' width='400'>
  <figcaption>Sunset over the mountains</figcaption>
  </figure>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Image displayed with caption below it",Full Stack MERN,HTML Basics,9
FS_0083,Embed an audio file 'song.mp3' in HTML with autoplay and loop attributes.,,,,,"# HTML Coding Solution
 # Audio with autoplay and loop
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <audio autoplay loop>
  <source src='song.mp3' type='audio/mpeg'>
  Your browser does not support the audio element.
  </audio>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Audio plays automatically and loops continuously",Full Stack MERN,HTML Basics,0
FS_0084,"Create an HTML definition list for three programming terms: Variable, Function, Loop.",,,,,"# HTML Coding Solution
 # Definition list for programming terms
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <dl>
  <dt>Variable</dt>
  <dd>A named storage location for data.</dd>
  <dt>Function</dt>
  <dd>A reusable block of code that performs a task.</dd>
  <dt>Loop</dt>
  <dd>A control structure that repeats code.</dd>
  </dl>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Definition list with 3 terms and descriptions",Full Stack MERN,HTML Basics,2
FS_0085,"Write HTML for a login form with username, password fields and a submit button. Add placeholder text.",,,,,"# HTML Coding Solution
 # Login form with placeholders
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <form action='/login' method='POST'>
  <input type='text' name='username' placeholder='Enter username' required><br>
  <input type='password' name='password' placeholder='Enter password' required><br>
  <input type='submit' value='Login'>
  </form>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Login form with placeholder text in fields",Full Stack MERN,HTML Basics,1
FS_0086,Create an HTML page that links to an external CSS file called 'style.css'.,,,,,"# HTML Coding Solution
 # Linking external CSS file
 
 html_code = '''<!DOCTYPE html>
 <html>
 <head>
  <meta charset='UTF-8'>
  <title>Styled Page</title>
  <link rel='stylesheet' href='style.css'>
 </head>
 <body>
  <h1>Welcome</h1>
 </body>
 </html>'''
 
 print(html_code)
 # Output: HTML page with external CSS linked in head",Full Stack MERN,HTML Basics,8
FS_0087,Fix the bug: <form method='POST><input type='text'></form> Ã¢â‚¬â€ there is a syntax error.,,,,,"# HTML Coding Solution - Bug Fix
 # Missing closing quote on method attribute
 
 buggy = ""<form method='POST><input type='text'></form>""
 fixed = ""<form method='POST'><input type='text'></form>""
 
 print('Buggy:', buggy)
 print('Fixed:', fixed)
 # Output:
 # Buggy: <form method='POST><input type='text'></form>
 # Fixed: <form method='POST'><input type='text'></form>
 # Explanation: The method attribute value 'POST' was missing the closing single quote",Full Stack MERN,HTML Basics,7
FS_0088,Write HTML to display a YouTube video using an <iframe> embed.,,,,,"# HTML Coding Solution
 # Embedding YouTube video with iframe
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <iframe
  width='560'
  height='315'
  src='https://www.youtube.com/embed/dQw4w9WgXcQ'
  title='YouTube video'
  frameborder='0'
  allowfullscreen>
  </iframe>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Renders embedded YouTube video player",Full Stack MERN,HTML Basics,2
FS_0089,"Create an HTML page with a nav bar containing links: Home, About, Contact.",,,,,"# HTML Coding Solution
 # Navigation bar with links
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <nav>
  <a href='index.html'>Home</a>
  <a href='about.html'>About</a>
  <a href='contact.html'>Contact</a>
  </nav>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Navigation bar with three clickable links",Full Stack MERN,HTML Basics,4
FS_0090,Write HTML for a table where one cell spans 2 rows using rowspan.,,,,,"# HTML Coding Solution
 # Table with rowspan
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <table border='1'>
  <tr>
  <td rowspan='2'>Merged Cell</td>
  <td>Row 1 Col 2</td>
  </tr>
  <tr>
  <td>Row 2 Col 2</td>
  </tr>
  </table>
 </body>
 </html>'''
 
 print(html_code)
 # Output: First cell spans 2 rows visually",Full Stack MERN,HTML Basics,2
FS_0091,"Create an HTML page with a paragraph, a line break mid-sentence, and a horizontal rule after it.",,,,,"# HTML Coding Solution
 # Paragraph with <br> and <hr>
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <p>This is the first line.<br>This is the second line.</p>
  <hr>
  <p>Content below the horizontal rule.</p>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Two-line paragraph then a horizontal line then another paragraph",Full Stack MERN,HTML Basics,10
FS_0092,Write HTML for an <aside> element containing a tip box inside an <article>.,,,,,"# HTML Coding Solution
 # aside inside article - semantic HTML
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <article>
  <h2>Python Tutorial</h2>
  <p>Python is an interpreted language.</p>
  <aside>
  <strong>Tip:</strong> Use virtual environments for project isolation.
  </aside>
  </article>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Article with a tip aside rendered semantically",Full Stack MERN,HTML Basics,10
FS_0093,"Create an HTML form with radio buttons for gender: Male, Female, Other.",,,,,"# HTML Coding Solution
 # Form with radio buttons
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <form>
  <p>Gender:</p>
  <input type='radio' name='gender' value='male'> Male<br>
  <input type='radio' name='gender' value='female'> Female<br>
  <input type='radio' name='gender' value='other'> Other<br>
  <input type='submit' value='Submit'>
  </form>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Form with 3 radio buttons, only one selectable at a time",Full Stack MERN,HTML Basics,10
FS_0094,Write HTML that uses a <details> and <summary> tag to create a collapsible section.,,,,,"# HTML Coding Solution
 # Collapsible details/summary
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <details>
  <summary>Click to expand</summary>
  <p>This content is hidden until the user clicks the summary.</p>
  </details>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Collapsed section that expands on click",Full Stack MERN,HTML Basics,5
FS_0095,Create an HTML page with a <canvas> element (500x300) and add a comment explaining its use.,,,,,"# HTML Coding Solution
 # Canvas element
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <!-- Canvas is used for drawing graphics via JavaScript -->
  <canvas id='myCanvas' width='500' height='300'
  style='border:1px solid black;'>
  Your browser does not support the canvas element.
  </canvas>
  <script>
  const canvas = document.getElementById('myCanvas');
  const ctx = canvas.getContext('2d');
  ctx.fillStyle = 'blue';
  ctx.fillRect(50, 50, 150, 100);
  </script>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Renders a 500x300 canvas with a blue rectangle",Full Stack MERN,HTML Basics,4
FS_0096,Write HTML for a form that uses <fieldset> to group personal info fields.,,,,,"# HTML Coding Solution
 # Fieldset grouping form fields
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <form>
  <fieldset>
  <legend>Personal Information</legend>
  <label>First Name: <input type='text' name='fname'></label><br>
  <label>Last Name: <input type='text' name='lname'></label><br>
  <label>Age: <input type='number' name='age'></label>
  </fieldset>
  <input type='submit' value='Save'>
  </form>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Form with bordered fieldset containing personal info fields",Full Stack MERN,HTML Basics,10
FS_0097,"Create an HTML page with an SVG circle (radius 50, fill red) centered in the page.",,,,,"# HTML Coding Solution
 # SVG circle
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body style='display:flex;justify-content:center;align-items:center;height:100vh;'>
  <svg width='120' height='120'>
  <circle cx='60' cy='60' r='50' fill='red'/>
  </svg>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Red circle (r=50) centered on the page",Full Stack MERN,HTML Basics,1
FS_0098,"Write HTML for a page with meta tags for charset UTF-8, viewport, and description.",,,,,"# HTML Coding Solution
 # Meta tags best practice
 
 html_code = '''<!DOCTYPE html>
 <html lang='en'>
 <head>
  <meta charset='UTF-8'>
  <meta name='viewport' content='width=device-width, initial-scale=1.0'>
  <meta name='description' content='A sample HTML page with proper meta tags.'>
  <title>Meta Tags Example</title>
 </head>
 <body>
  <h1>Page with Meta Tags</h1>
 </body>
 </html>'''
 
 print(html_code)
 # Output: HTML page with charset, viewport, and description meta tags",Full Stack MERN,HTML Basics,9
FS_0099,Fix the bug: <table><tr><td>Cell 1<tr><td>Cell 2</table> Ã¢â‚¬â€ missing closing tags.,,,,,"# HTML Coding Solution - Bug Fix
 # Missing </td> and </tr> closing tags
 
 buggy = '<table><tr><td>Cell 1<tr><td>Cell 2</table>'
 
 fixed = '''<table>
  <tr><td>Cell 1</td></tr>
  <tr><td>Cell 2</td></tr>
 </table>'''
 
 print('Buggy:', buggy)
 print('Fixed:')
 print(fixed)
 # Output:
 # Buggy: <table><tr><td>Cell 1<tr><td>Cell 2</table>
 # Fixed:
 # <table>
 # <tr><td>Cell 1</td></tr>
 # <tr><td>Cell 2</td></tr>
 # </table>",Full Stack MERN,HTML Basics,7
FS_0100,"Write HTML to create a nested list: a main list of subjects, each with sub-items.",,,,,"# HTML Coding Solution
 # Nested HTML list
 
 html_code = '''<!DOCTYPE html>
 <html>
 <body>
  <ul>
  <li>Science
  <ul>
  <li>Physics</li>
  <li>Chemistry</li>
  </ul>
  </li>
  <li>Mathematics
  <ul>
  <li>Algebra</li>
  <li>Calculus</li>
  </ul>
  </li>
  </ul>
 </body>
 </html>'''
 
 print(html_code)
 # Output: Two-level nested bulleted list with subjects and sub-items",Full Stack MERN,HTML Basics,5
FS_0101,What does CSS stand for?,Colorful Style Sheets,Creative Style System,Cascading Style Sheets,Computer Style Syntax,C,Full Stack MERN,CSS,2
FS_0102,Which HTML tag is used to link an external CSS file?,<style>,<css>,<link>,<script>,C,Full Stack MERN,CSS,0
FS_0103,Which method of adding CSS has the highest specificity when using !important?,External CSS,Internal CSS,Inline CSS,All are equal with !important,C,Full Stack MERN,CSS,4
FS_0104,"In CSS, which symbol is used to write a comment?",//,<!-- -->,/* */,#,C,Full Stack MERN,CSS,10
FS_0105,Which CSS property changes the background color of an element?,color,bgcolor,background-color,fill,C,Full Stack MERN,CSS,1
FS_0106,What does the CSS 'color' property affect?,Background color,Border color,Text color,Shadow color,C,Full Stack MERN,CSS,1
FS_0107,What is the correct syntax for a CSS rule?,selector { property: value; },selector: property = value;,selector { property = value },selector | property: value,A,Full Stack MERN,CSS,8
FS_0108,Which CSS method is defined directly inside the HTML element's style attribute?,External CSS,Internal CSS,Inline CSS,Embedded CSS,C,Full Stack MERN,CSS,10
FS_0109,Where is internal CSS placed in an HTML document?,In <body>,In <footer>,In <head> using <style> tag,In <link>,C,Full Stack MERN,CSS,9
FS_0110,Which CSS property sets the font size?,text-size,font-size,size,text-style,B,Full Stack MERN,CSS,6
FS_0111,Which CSS selector targets an element with a specific id?,#id,*id,.id,id,A,Full Stack MERN,CSS,5
FS_0112,Which CSS selector targets all elements with a specific class?,#class,.class,*class,element,B,Full Stack MERN,CSS,0
FS_0113,What does the universal selector (*) in CSS select?,All class elements,All id elements,All HTML elements,Only body children,C,Full Stack MERN,CSS,9
FS_0114,Which CSS selector targets <p> elements that are direct children of <div>?,div p,div > p,div + p,div ~ p,B,Full Stack MERN,CSS,1
FS_0115,What does the CSS selector 'a:hover' target?,All anchor tags,Anchor tags on click,Anchor tags when mouse is over them,Active anchor tags,C,Full Stack MERN,CSS,10
FS_0116,Which selector targets the first <li> element inside a <ul>?,li:first,ul li:first,li:first-child,first-li,C,Full Stack MERN,CSS,6
FS_0117,What does the CSS adjacent sibling selector (+) do?,Selects all siblings,Selects only the immediately following sibling,Selects parent element,Selects all descendants,B,Full Stack MERN,CSS,2
FS_0118,Which pseudo-class targets an input that has focus?,input:active,input:focus,input:hover,input:checked,B,Full Stack MERN,CSS,1
FS_0119,Which attribute selector matches elements where 'href' starts with 'https'?,[href*='https'],[href^='https'],[href$='https'],[href='https'],B,Full Stack MERN,CSS,5
FS_0120,Which selector targets every other (even) table row?,tr:even,tr:nth-child(2n),tr:second,tr:alternate,B,Full Stack MERN,CSS,7
FS_0121,Which CSS value represents full opacity (completely opaque) for rgba?,"rgba(0,0,0,0)","rgba(255,255,255,0)","rgba(0,0,0,1)","rgba(255,255,255,0.5)",C,Full Stack MERN,CSS,7
FS_0122,Which CSS property controls the weight (boldness) of a font?,font-style,font-weight,font-variant,font-size,B,Full Stack MERN,CSS,10
FS_0123,What hex color code represents pure red?,#00FF00,#0000FF,#FF0000,#FFFFFF,C,Full Stack MERN,CSS,1
FS_0124,Which CSS property sets the font family?,typeface,font-family,text-font,font-type,B,Full Stack MERN,CSS,5
