question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level
AP_0043,The number 2^n is always divisible by which type of numbers?,All powers of 2 up to 2^n,All odd numbers,All prime numbers,Numbers ending in 2,A,Aptitude,Quantitative Aptitude,5
AP_0044,"How many of the numbers 102, 204, 306, 408, 510 are divisible by both 2 and 3?",3,4,5,2,C,Aptitude,Quantitative Aptitude,9
AP_0045,Which number between 50 and 60 is divisible by both 4 and 6?,52,54,56,60,C,Aptitude,Quantitative Aptitude,0
AP_0046,What value of k makes 56k divisible by 9?,2,3,7,1,C,Aptitude,Quantitative Aptitude,0
AP_0047,A number divisible by both 4 and 5 must be divisible by:,9,10,20,40,C,Aptitude,Quantitative Aptitude,7
AP_0048,Which of the following is not divisible by 6?,222,234,244,252,C,Aptitude,Quantitative Aptitude,3
AP_0049,The divisibility test for 8 requires checking:,The last digit,The last two digits,The last three digits,The first digit,C,Aptitude,Quantitative Aptitude,4
AP_0050,"If N is divisible by 15, which of the following must be true?",N is divisible by 45,N is divisible by both 3 and 5,N is divisible by 30,N has 15 as its only factor,B,Aptitude,Quantitative Aptitude,6
AP_0051,What is the smallest 4-digit number divisible by 15?,1005,1015,1020,1050,C,Aptitude,Quantitative Aptitude,7
AP_0052,"If a number leaves remainder 0 when divided by 2 and by 5, what can be said?",It ends in 0,It is divisible by 10,Both A and B,It is divisible by 25,C,Aptitude,Quantitative Aptitude,9
AP_0053,What is the HCF of 24 and 36?,6,8,12,18,C,Aptitude,Quantitative Aptitude,6
AP_0054,"The LCM of two numbers is 120 and their HCF is 10. If one number is 40, what is the other?",20,25,30,35,C,Aptitude,Quantitative Aptitude,1
AP_0055,"What is the LCM of 4, 6, and 8?",12,16,24,48,C,Aptitude,Quantitative Aptitude,3
AP_0056,The product of two numbers is 2160 and their HCF is 12. What is their LCM?,180,160,240,120,A,Aptitude,Quantitative Aptitude,9
AP_0057,"Two bells ring every 15 and 20 minutes respectively. If they ring together at 9 AM, when will they next ring together?",0.40625,10:00:00,10:15:00,10:30:00,B,Aptitude,Quantitative Aptitude,0
AP_0058,"What is the HCF of 100, 150, and 200?",25,50,100,75,B,Aptitude,Quantitative Aptitude,9
AP_0059,Which relationship is always true for two positive integers A and B?,HCF Ãƒâ€” LCM = A + B,HCF Ãƒâ€” LCM = A Ãƒâ€” B,HCF + LCM = A Ãƒâ€” B,HCF / LCM = A / B,B,Aptitude,Quantitative Aptitude,8
AP_0060,"Find the greatest number that divides 43, 91, and 183 leaving remainder 7 in each case.",9,12,6,8,B,Aptitude,Quantitative Aptitude,2
AP_0061,"What is the smallest number divisible by 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10?",1800,2520,3600,5040,B,Aptitude,Quantitative Aptitude,2
AP_0062,The HCF of two co-prime numbers is always:,Their product,1,0,One of the numbers,B,Aptitude,Quantitative Aptitude,9
AP_0063,What is the LCM of 7 and 13?,70,91,77,98,B,Aptitude,Quantitative Aptitude,8
AP_0064,"Three ropes of lengths 36 m, 45 m, and 54 m are to be cut into equal pieces. What is the maximum length of each piece?",6 m,9 m,12 m,3 m,B,Aptitude,Quantitative Aptitude,9
AP_0065,What is the HCF of 2^3 Ãƒâ€” 3^2 and 2^4 Ãƒâ€” 3?,12,24,6,18,A,Aptitude,Quantitative Aptitude,2
AP_0066,"If HCF(a, b) = 5 and LCM(a, b) = 60, and a = 15, then b = ?",20,25,30,10,A,Aptitude,Quantitative Aptitude,7
AP_0067,"What is the least number which when divided by 5, 6, 7, and 8 leaves remainder 3 in each case?",843,838,843,848,A,Aptitude,Quantitative Aptitude,1
AP_0068,The HCF of two numbers is 8 and their sum is 56. How many such pairs exist?,2,3,4,1,B,Aptitude,Quantitative Aptitude,2
AP_0069,What is the LCM of fractions 3/4 and 5/6?,15-Feb,12-05-2026 00:00,15/24,12-01-2026 00:00,A,Aptitude,Quantitative Aptitude,1
AP_0070,A room is 12 m 96 cm long and 3 m 84 cm wide. Find the maximum square tile side length to tile it exactly.,48 cm,96 cm,24 cm,12 cm,A,Aptitude,Quantitative Aptitude,0
AP_0071,Two numbers are in ratio 3:4 and their HCF is 6. What is their LCM?,72,48,36,60,A,Aptitude,Quantitative Aptitude,1
AP_0072,What is the HCF of 0 and any non-zero number N?,0,N,1,Undefined,B,Aptitude,Quantitative Aptitude,7
AP_0073,"Find the smallest number that is exactly divisible by 12, 15, 18, and 27.",520,540,560,580,B,Aptitude,Quantitative Aptitude,8
AP_0074,What is the HCF of 252 and 105?,21,42,63,7,A,Aptitude,Quantitative Aptitude,1
AP_0075,"If LCM of two numbers is equal to one of the numbers, what can be said about them?",They are equal,One is a multiple of the other,They are co-prime,Their HCF equals 1,B,Aptitude,Quantitative Aptitude,6
AP_0076,"What is the LCM of 2, 3, 5, 7?",105,210,420,840,B,Aptitude,Quantitative Aptitude,4
AP_0077,What is the value of 25 + 15 Ãƒâ€” 3 - 10 ÃƒÂ· 2?,55,60,65,70,C,Aptitude,Quantitative Aptitude,2
AP_0078,Simplify: (17 Ãƒâ€” 17 - 13 Ãƒâ€” 13),100,110,120,130,C,Aptitude,Quantitative Aptitude,8
AP_0079,What is the approximate value of 398 Ãƒâ€” 52?,20696,20000,21000,19500,A,Aptitude,Quantitative Aptitude,5
AP_0080,Evaluate: 999 + 999 + 999,2997,2999,2998,2996,A,Aptitude,Quantitative Aptitude,10
AP_0081,What is (1/2 + 1/3 + 1/6)?,46148,1,03-02-2026 00:00,06-07-2026 00:00,B,Aptitude,Quantitative Aptitude,0
AP_0082,Simplify: 3/4 Ãƒâ€” 8/9 ÃƒÂ· 2/3,1,02-01-2026 00:00,2,02-03-2026 00:00,A,Aptitude,Quantitative Aptitude,4
AP_0083,What is the approximate value of 24.98 Ãƒâ€” 25.02?,600,625,630,650,B,Aptitude,Quantitative Aptitude,6
AP_0084,Evaluate: 1000 - 99 Ãƒâ€” 9 + 100,209,210,211,212,C,Aptitude,Quantitative Aptitude,3
AP_0085,Simplify: (144 ÃƒÂ· 12) Ãƒâ€” (25 ÃƒÂ· 5) - (36 ÃƒÂ· 6),54,55,56,57,A,Aptitude,Quantitative Aptitude,7
AP_0086,What is the value of Ã¢Ë†Å¡(625 Ãƒâ€” 4)?,50,60,70,80,A,Aptitude,Quantitative Aptitude,9
AP_0087,Approximate: 899 ÃƒÂ· 30,30,29,31,28,A,Aptitude,Quantitative Aptitude,4
AP_0088,What is 15% of 500 + 25% of 400?,175,185,175,190,A,Aptitude,Quantitative Aptitude,8
AP_0089,Evaluate: 5! ÃƒÂ· 3!,20,15,25,30,A,Aptitude,Quantitative Aptitude,8
AP_0090,Simplify: (0.3)^3,0.027,0.27,0.0027,2.7,A,Aptitude,Quantitative Aptitude,8
AP_0091,What is 1234 Ãƒâ€” 0 + 5678?,5678,1234,0,6912,A,Aptitude,Quantitative Aptitude,0
AP_0092,Evaluate: (13)^2 - (12)^2,25,35,36,24,A,Aptitude,Quantitative Aptitude,1
AP_0093,Approximate: Ã¢Ë†Å¡143,11,12,13,10,B,Aptitude,Quantitative Aptitude,2
AP_0094,Simplify: 48/64 to its lowest terms,46056,04-03-2026 00:00,06-04-2026 00:00,08-06-2026 00:00,B,Aptitude,Quantitative Aptitude,3
AP_0095,What is the value of 2 + 2 Ãƒâ€” 2 - 2 ÃƒÂ· 2?,5,4,3,6,A,Aptitude,Quantitative Aptitude,9
AP_0096,Evaluate: 4^3 + 3^3 - 2^3,83,91,75,87,B,Aptitude,Quantitative Aptitude,8
AP_0097,What is 2/5 of 250?,100,80,90,110,A,Aptitude,Quantitative Aptitude,9
AP_0098,Simplify: 0.5 Ãƒâ€” 0.5 + 0.5 ÃƒÂ· 0.5,1.25,1.5,0.75,2,B,Aptitude,Quantitative Aptitude,5
AP_0099,"If A = 3 and B = 4, what is A^2 + B^2 + 2AB?",49,36,25,50,A,Aptitude,Quantitative Aptitude,0
AP_0100,Approximate: 19.8 Ãƒâ€” 21.2,400,420,418,415,B,Aptitude,Quantitative Aptitude,8
AP_0101,What is 35% of 240?,82,84,86,88,B,Aptitude,Quantitative Aptitude,5
AP_0102,A number is increased by 20% and then decreased by 20%. The net change is:,No change,4% decrease,4% increase,2% decrease,B,Aptitude,Quantitative Aptitude,3
AP_0103,"If a price increases from Rs. 80 to Rs. 100, what is the percentage increase?",0.2,0.25,0.22,0.18,B,Aptitude,Quantitative Aptitude,3
AP_0104,60 is what percent of 240?,0.25,0.4,0.35,0.2,A,Aptitude,Quantitative Aptitude,2
AP_0105,A student scores 450 out of 600. What percentage did she score?,0.7,0.75,0.8,0.85,B,Aptitude,Quantitative Aptitude,6
AP_0106,"If 15% of a number is 90, what is 25% of that number?",140,150,160,170,B,Aptitude,Quantitative Aptitude,2
AP_0107,"A shirt costs Rs. 500. After a 10% increase, what is the new price?",Rs. 545,Rs. 550,Rs. 555,Rs. 560,B,Aptitude,Quantitative Aptitude,1
AP_0108,"A population of 50,000 increases by 8% each year. What is the population after 1 year?",53000,54000,54500,55000,B,Aptitude,Quantitative Aptitude,9
AP_0109,What percentage of 5 hours is 45 minutes?,0.1,0.125,0.15,0.2,C,Aptitude,Quantitative Aptitude,7
AP_0110,"If X is 25% more than Y, then Y is what percent less than X?",0.2,0.25,0.18,0.22,A,Aptitude,Quantitative Aptitude,3
AP_0111,A worker's salary is cut by 20%. By what percentage must it be increased to restore original salary?,0.2,0.25,0.22,0.24,B,Aptitude,Quantitative Aptitude,7
AP_0112,What is 120% of 350?,400,410,420,430,C,Aptitude,Quantitative Aptitude,0
AP_0113,"In a class of 80 students, 60% are boys. How many are girls?",32,34,36,38,A,Aptitude,Quantitative Aptitude,4
AP_0114,"If a number is decreased by 30%, the result is 280. What is the original number?",350,380,400,420,C,Aptitude,Quantitative Aptitude,8
AP_0115,Express 5/8 as a percentage.,0.6,0.625,0.65,0.675,B,Aptitude,Quantitative Aptitude,0
AP_0116,A price drops from Rs. 125 to Rs. 100. What is the percentage decrease?,0.2,0.25,0.18,0.22,A,Aptitude,Quantitative Aptitude,10
AP_0117,What percent of 1 kilometer is 250 meters?,0.2,0.25,0.3,0.35,B,Aptitude,Quantitative Aptitude,3
AP_0118,Two successive discounts of 20% and 10% are equivalent to a single discount of:,0.3,0.28,0.32,0.25,B,Aptitude,Quantitative Aptitude,5
AP_0119,"If 40% of a number added to 40 equals the number itself, what is the number?",60,66.67,70,75,B,Aptitude,Quantitative Aptitude,9
AP_0120,What is 0.5% of 2000?,5,10,15,20,B,Aptitude,Quantitative Aptitude,7
AP_0121,The price of petrol goes up by 12.5%. How much must a car owner reduce consumption to keep total cost the same?,0.1111,0.125,0.1,0.0833,A,Aptitude,Quantitative Aptitude,2
AP_0122,"In an election, candidate A gets 55% of votes and wins by 1200 votes. Find total votes cast.",10000,11000,12000,13000,C,Aptitude,Quantitative Aptitude,4
AP_0123,"If A:B = 2:3 and B:C = 4:5, what is A:C?",0.34375,04:10:00,02:05:00,06:15:00,A,Aptitude,Quantitative Aptitude,6
AP_0124,Divide Rs. 1200 in the ratio 3:5. What is the smaller share?,Rs. 350,Rs. 400,Rs. 450,Rs. 500,C,Aptitude,Quantitative Aptitude,0
AP_0125,"If 5 pens cost Rs. 35, how much do 8 pens cost?",Rs. 52,Rs. 54,Rs. 56,Rs. 58,C,Aptitude,Quantitative Aptitude,6
AP_0126,"A:B = 5:6, B:C = 8:9. What is A:B:C?",0.8503125,10:12:09,05:06:09,"1 day, 16:48:54",A,Aptitude,Quantitative Aptitude,10
AP_0127,"If a machine produces 500 items in 5 hours, how many items does it produce in 8 hours?",700,750,800,850,C,Aptitude,Quantitative Aptitude,7
AP_0128,"The ratio of milk to water in a mixture is 3:1. If 4 liters of water is added, new ratio becomes 3:2. Find original amount of milk.",10 L,12 L,15 L,18 L,B,Aptitude,Quantitative Aptitude,7
AP_0129,"In a mixture of 60 liters, the ratio of alcohol to water is 2:1. How much alcohol must be added to make the ratio 3:1?",15 L,20 L,25 L,30 L,D,Aptitude,Quantitative Aptitude,8
AP_0130,Two numbers are in ratio 7:9. Their sum is 128. What is the larger number?,63,70,72,77,C,Aptitude,Quantitative Aptitude,5
AP_0131,What must be added to each term of ratio 7:11 to make it 3:4?,1,2,3,4,A,Aptitude,Quantitative Aptitude,5
AP_0132,"If 18 men can complete a task in 15 days, how many days will 27 men take?",8,10,12,14,B,Aptitude,Quantitative Aptitude,1
AP_0133,"A bag contains coins of 25p, 50p, and Re. 1 in ratio 1:2:3. Total amount is Rs. 90. How many 50p coins are there?",60,80,100,120,D,Aptitude,Quantitative Aptitude,2
AP_0134,"If the ratio of boys to girls is 4:5 and total students is 180, how many girls are there?",80,90,100,110,C,Aptitude,Quantitative Aptitude,3
AP_0135,The mean proportional between 4 and 36 is:,12,14,16,18,A,Aptitude,Quantitative Aptitude,3
AP_0136,In what ratio must water be added to milk worth Rs. 16/liter to get mixture worth Rs. 12/liter?,0.043055556,01:03:00,02:03:00,03:04:00,B,Aptitude,Quantitative Aptitude,7
AP_0137,"Three partners A, B, C invest Rs. 5000, Rs. 7500, Rs. 12500. Total profit is Rs. 25000. What is A's share?",Rs. 4000,Rs. 5000,Rs. 6000,Rs. 7000,B,Aptitude,Quantitative Aptitude,0
AP_0138,"If 12 workers can do a job in 10 days, how many workers are needed to finish in 6 days?",18,20,22,24,B,Aptitude,Quantitative Aptitude,9
AP_0139,The ratio of ages of father and son is 4:1 and their sum is 65. How old is the father?,48,50,52,55,C,Aptitude,Quantitative Aptitude,3
AP_0140,"What is the fourth proportional to 3, 7, and 12?",26,27,28,29,C,Aptitude,Quantitative Aptitude,10
AP_0141,"A:B = 2:3, B:C = 5:7. Then A:C = ?",0.43125,04:07:00,06:21:00,02:07:00,A,Aptitude,Quantitative Aptitude,10
AP_0142,Gold and silver are in ratio 3:7 by weight in an alloy of 100 g. How much gold is there?,28 g,30 g,32 g,35 g,B,Aptitude,Quantitative Aptitude,10
AP_0143,"If 4 taps fill a tank in 6 hours, how long will 8 taps take?",2 hours,3 hours,4 hours,5 hours,B,Aptitude,Quantitative Aptitude,3
AP_0144,"A:B = 3:4. If A = 75, find B.",90,95,100,105,C,Aptitude,Quantitative Aptitude,0
AP_0145,"The average of 5 numbers is 27. If one number is excluded, average becomes 25. What is the excluded number?",35,37,39,41,B,Aptitude,Quantitative Aptitude,2
AP_0146,What is the average of first 20 natural numbers?,9.5,10,10.5,11,C,Aptitude,Quantitative Aptitude,4
AP_0147,"A batsman scored 45, 67, 34, 89, and 55 runs in five innings. What is his average?",56,58,60,62,C,Aptitude,Quantitative Aptitude,5
AP_0148,"The average of 10 numbers is 40. Three of them are 15, 20, and 25. What is the average of the remaining seven?",48,50,52,54,C,Aptitude,Quantitative Aptitude,8
AP_0149,"If the average marks of 30 students is 60, and 10 students score an average of 72, what is the average of the remaining 20?",54,56,57,58,A,Aptitude,Quantitative Aptitude,8
AP_0150,The average of six consecutive odd numbers is 16. What is the smallest number?,10,11,12,13,B,Aptitude,Quantitative Aptitude,8
AP_0151,A car travels at 40 km/h for 2 hours and 60 km/h for 3 hours. What is the average speed?,50,52,54,56,B,Aptitude,Quantitative Aptitude,10
AP_0152,"If the average of p and q is 15, and that of q and r is 20, what is the difference between p and r?",5,10,15,20,B,Aptitude,Quantitative Aptitude,0
AP_0153,The average of 4 consecutive even numbers is 11. What is the largest number?,14,12,16,10,A,Aptitude,Quantitative Aptitude,8
AP_0154,"A student's average in 8 subjects is 72. If the average of 5 subjects is 70, what is the average of the remaining 3?",75.33,76,77,78,B,Aptitude,Quantitative Aptitude,7
AP_0155,"The average age of a family of 6 is 22 years. If a baby is born, new average becomes 21. How old is the baby?",Newborn/0 years,1 year,2 years,3 years,A,Aptitude,Quantitative Aptitude,1
AP_0156,"Average of A and B is 25. Average of B and C is 30. Average of A, B, and C is 28. Find B.",26,27,28,29,C,Aptitude,Quantitative Aptitude,10
AP_0157,The average of 50 numbers is 38. Two numbers 45 and 55 are removed. New average is approximately:,37.5,37.9,38.2,38.5,A,Aptitude,Quantitative Aptitude,0
AP_0158,Average weight of 15 boys is 45 kg. A new boy joins and average becomes 44.5 kg. What is the new boy's weight?,37 kg,37.5 kg,38 kg,38.5 kg,A,Aptitude,Quantitative Aptitude,0
AP_0159,What is the average of all multiples of 7 between 1 and 50?,28,28.5,29,29.5,A,Aptitude,Quantitative Aptitude,5
AP_0160,"Average of 10, 20, 30, 40, 50 is 30. If each value doubles, new average is:",30,45,60,50,C,Aptitude,Quantitative Aptitude,8
AP_0161,"Monthly salaries of five employees are Rs. 3000, Rs. 4000, Rs. 5000, Rs. 6000, and Rs. 7000. What is the average monthly salary?",Rs. 4800,Rs. 5000,Rs. 5200,Rs. 5500,B,Aptitude,Quantitative Aptitude,6
AP_0162,The average of squares of first 5 natural numbers is:,9,10,11,12,C,Aptitude,Quantitative Aptitude,4
AP_0163,"Raju is 5 years older than Vijay. If the sum of their ages is 55, how old is Vijay?",25,26,27,28,A,Aptitude,Quantitative Aptitude,10
AP_0164,The ratio of ages of Ram and Shyam is 3:5. After 6 years the ratio will be 4:6. Find Ram's current age.,9,10,12,15,C,Aptitude,Quantitative Aptitude,1
AP_0165,"A father is 4 times as old as his son. After 20 years, he will be twice as old. What is the son's current age?",10,12,15,20,A,Aptitude,Quantitative Aptitude,0
AP_0166,"10 years ago, a person was 3 times his son's age. Now he is twice his son's age. What is the son's present age?",20,25,30,35,A,Aptitude,Quantitative Aptitude,1
AP_0167,"The sum of ages of a mother and daughter is 56. Four years ago, mother was 3 times daughter's age. Find daughter's present age?",16,17,18,19,C,Aptitude,Quantitative Aptitude,0
AP_0168,"Amit is 12 years younger than Suresh. 5 years hence, Suresh will be twice Amit's age. Find Suresh's present age?",24,26,28,29,D,Aptitude,Quantitative Aptitude,2
AP_0169,Average age of 3 friends is 25 years. Two of them are 20 and 27. What is the third friend's age?,28,30,32,34,A,Aptitude,Quantitative Aptitude,5
AP_0170,"Ages of A and B are in ratio 5:7. 4 years hence, ratio will be 3:4. Find A's current age?",20,24,30,36,A,Aptitude,Quantitative Aptitude,7
AP_0171,Priya's present age is 5/6 of her age 6 years hence. What is her present age?,24,26,28,30,D,Aptitude,Quantitative Aptitude,2
AP_0172,"In 3 years, Maya will be 3 times as old as she was 3 years ago. How old is Maya now?",6,8,9,10,C,Aptitude,Quantitative Aptitude,9
AP_0173,The present age of a man is 3 times that of his son. After 10 years their ages will be in ratio 2:1. Find present age of the man.,30,36,40,45,A,Aptitude,Quantitative Aptitude,8
AP_0174,"A is 3 years older than B and B is 2 years younger than C. If C is 15, how old is A?",14,16,18,13,B,Aptitude,Quantitative Aptitude,9
AP_0175,"The difference between ages of two brothers is 4 years. 6 years hence, the elder will be twice the younger's age 6 years ago. Find younger's present age?",10,12,14,16,C,Aptitude,Quantitative Aptitude,4
AP_0176,"A woman says, 'I am 5 years older than my daughter who is 3 times her brother's age.' The brother is 4. How old is the woman?",21,23,24,22,A,Aptitude,Quantitative Aptitude,6
AP_0177,Seema's age is 1/3 of her father's age. 12 years from now she will be half her father's age. What is Seema's present age?,8,10,12,14,C,Aptitude,Quantitative Aptitude,7
AP_0178,"A grandfather is 8 times his grandson's age. 14 years hence, he will be 4 times. What is grandson's current age?",7,8,9,10,A,Aptitude,Quantitative Aptitude,2
AP_0179,Arjun's age 6 years hence is equal to double his age 6 years ago. Find his present age?,16,18,20,22,B,Aptitude,Quantitative Aptitude,1
AP_0180,"Average age of husband, wife, and son is 27 years. If wife is 27 and son is 3, how old is the husband?",51,52,53,54,A,Aptitude,Quantitative Aptitude,1
AP_0181,"A trader sells an item at Rs. 720, gaining 20%. What is the cost price?",Rs. 580,Rs. 600,Rs. 620,Rs. 640,B,Aptitude,Quantitative Aptitude,4
AP_0182,A shopkeeper buys 100 items at Rs. 5 each and sells at Rs. 6 each. What is the profit percentage?,0.15,0.18,0.2,0.25,C,Aptitude,Quantitative Aptitude,0
AP_0183,"An article is sold at a loss of 15%. If SP is Rs. 340, find the CP.",Rs. 380,Rs. 400,Rs. 420,Rs. 440,B,Aptitude,Quantitative Aptitude,1
AP_0184,"By selling 45 items, a merchant gains profit equal to SP of 5 items. Find profit %?",0.125,0.1111,0.1,0.09,A,Aptitude,Quantitative Aptitude,8
AP_0185,A vendor bought oranges at Rs. 2 each and sold 6 for Rs. 10. His profit or loss is?,16.67% loss,16.67% profit,20% profit,20% loss,A,Aptitude,Quantitative Aptitude,6
AP_0186,Two articles are sold at Rs. 2400 each; one at 20% profit and other at 20% loss. What is net result?,4% loss,4% gain,No profit or loss,8% loss,A,Aptitude,Quantitative Aptitude,5
AP_0187,A man buys 5 chairs for Rs. 800 each and sells each at Rs. 900. What is total profit?,Rs. 400,Rs. 500,Rs. 600,Rs. 700,B,Aptitude,Quantitative Aptitude,8
AP_0188,A bicycle is marked at Rs. 2000 and sold at 10% discount. What is selling price?,Rs. 1750,Rs. 1800,Rs. 1850,Rs. 1900,B,Aptitude,Quantitative Aptitude,6
AP_0189,"By selling an item for Rs. 585, a shopkeeper loses 10%. For 20% profit, what should be the SP?",Rs. 720,Rs. 730,Rs. 740,Rs. 750,B,Aptitude,Quantitative Aptitude,10
AP_0190,"If cost of 12 mangoes equals selling price of 10 mangoes, what is profit percentage?",0.1,0.15,0.2,0.25,C,Aptitude,Quantitative Aptitude,4
AP_0191,A trader marks price 40% above CP and allows 25% discount. His gain is:,0.05,0.08,0.1,0.12,C,Aptitude,Quantitative Aptitude,8
AP_0192,SP of Rs. 2080 gives 30% profit. CP of the item is:,Rs. 1500,Rs. 1600,Rs. 1700,Rs. 1800,B,Aptitude,Quantitative Aptitude,5
AP_0193,At what price must a coat bought for Rs. 750 be sold to earn 12% profit?,Rs. 838,Rs. 840,Rs. 842,Rs. 844,B,Aptitude,Quantitative Aptitude,5
AP_0194,A merchant buys 20 kg at Rs. 5/kg and sells at Rs. 4.50/kg. What is the loss?,Rs. 8,Rs. 9,Rs. 10,Rs. 11,C,Aptitude,Quantitative Aptitude,10
AP_0195,The ratio of CP to SP is 4:5. What is the profit %?,0.2,0.22,0.25,0.28,C,Aptitude,Quantitative Aptitude,3
AP_0196,A shop has SP:CP = 7:5. What is the profit%?,0.35,0.4,0.45,0.5,B,Aptitude,Quantitative Aptitude,0
